UID          PID    PPID  C STIME TTY          TIME CMD
root     2016476    1242  0 12:59 ?        00:00:02 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id e25a2994a42e21f5d9cdc71dfdda88abac9e24229c9b4284acba6e623810a73a -address /run/containerd/containerd.sock
root     2016495 2016476  0 12:59 ?        00:00:00 /lzcinit/cloud.lazycat.aipod.rag -setup-script caddy
root     2016570 2016495  0 12:59 ?        00:00:01 caddy run --config /etc/caddy/Caddyfile --adapter caddyfile
root     2016614    1242  0 12:59 ?        00:00:02 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id 1f39777be01c8439cd7893b520b82fcba56b63d83daffeff67513726306e0c3a -address /run/containerd/containerd.sock
root     2016633 2016614  0 12:59 ?        00:00:00 /sbin/docker-init -- python3 server.py
root     2016802 2016633  0 12:59 ?        00:00:50 python3 server.py
root     2016838    1242  0 12:59 ?        00:00:05 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id 4ea2fc16b064a65a20305e8e05cd947cb0abdfb3831cbd829f2cfe598a53c747 -address /run/containerd/containerd.sock
root     2016857 2016838  0 12:59 ?        00:00:05 /lzcinit/cloud.lazycat.aipod.rag -listen :80 -grpc_listen :81
root     2017135    1242  0 12:59 ?        00:00:05 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id 61a23ae8593a581cfd0244fe41b573e2f4ad61d99bd99638c1bab4860e739463 -address /run/containerd/containerd.sock
root     2017155 2017135  0 12:59 ?        00:00:00 /sbin/docker-init -- python3 server.py
root     2017236    1242  0 12:59 ?        00:00:05 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id 86cac99ecb3e5831748d6328cbf96d3a84006b33737dcf168c198bc81f487462 -address /run/containerd/containerd.sock
root     2017255 2017236  0 12:59 ?        00:00:00 /sbin/docker-init -- python3 server.py
root     2017346 2017155  0 12:59 ?        00:01:13 python3 server.py
root     2017437 2017255  0 12:59 ?        00:00:52 python3 server.py
root     2017580    1242  0 12:59 ?        00:00:02 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id c614148b5c2d42261e173ed3103c02e7f9faad104cd040f9b316452f6095b8cb -address /run/containerd/containerd.sock
root     2017601 2017580  0 12:59 ?        00:00:03 /usr/local/bin/python3.12 /usr/local/bin/gunicorn -w 4 -b 0.0.0.0:5000 app:app
root     2017961    1242  0 12:59 ?        00:00:05 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id 4c31b456cfeb5f5c80d236d2e2aef1dade889652418b020d866bd0d856db0fc2 -address /run/containerd/containerd.sock
dnsmasq  2018030 2017961  0 12:59 ?        00:00:01 postgres -c config_file=/etc/postgresql.conf
root     2019519 2017601  0 12:59 ?        00:00:02 /usr/local/bin/python3.12 /usr/local/bin/gunicorn -w 4 -b 0.0.0.0:5000 app:app
root     2019520 2017601  0 12:59 ?        00:00:02 /usr/local/bin/python3.12 /usr/local/bin/gunicorn -w 4 -b 0.0.0.0:5000 app:app
root     2019537 2017601  0 12:59 ?        00:00:02 /usr/local/bin/python3.12 /usr/local/bin/gunicorn -w 4 -b 0.0.0.0:5000 app:app
root     2019538 2017601  0 12:59 ?        00:00:02 /usr/local/bin/python3.12 /usr/local/bin/gunicorn -w 4 -b 0.0.0.0:5000 app:app
dnsmasq  2020246 2018030  0 12:59 ?        00:00:00 postgres: checkpointer 
dnsmasq  2020247 2018030  0 12:59 ?        00:00:00 postgres: background writer 
dnsmasq  2020353 2018030  0 12:59 ?        00:00:00 postgres: walwriter 
dnsmasq  2020354 2018030  0 12:59 ?        00:00:00 postgres: autovacuum launcher 
dnsmasq  2020355 2018030  0 12:59 ?        00:00:00 postgres: logical replication launcher 
root     2022763    1242  0 12:59 ?        00:00:03 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id f7504ce4803c66c68fed52d87daa02c4b0996fd5c3d24f2873733844b24fe2ef -address /run/containerd/containerd.sock
root     2022802 2022763  0 12:59 ?        00:04:02 /lzcapp/pkg/content/server.amd64
dnsmasq  2024663 2018030  0 12:59 ?        00:01:33 postgres: postgres postgres 172.28.4.73(33408) idle
dnsmasq  2024664 2018030  0 12:59 ?        00:01:01 postgres: postgres postgres 172.28.4.73(33412) idle
root     2799184    1242  0 08:58 ?        00:00:07 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id 789910d2bdf89fdd961cc3deef50adbd83abb8f5aab1e6d39237f48c484a67f5 -address /run/containerd/containerd.sock
root     2799185    1242  0 08:58 ?        00:00:03 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id 4d426929027afb81bdaba75cd7cad45746a2921971fa9d1f0d623f957f1632c5 -address /run/containerd/containerd.sock
root     2799225 2799185  0 08:58 ?        00:00:00 python /app/app.py
root     2799226 2799184  0 08:58 ?        00:00:01 /lzcinit/cloud.lazycat.app.logviewer -listen :80 -grpc_listen :81
root     2800173 2799225  0 08:58 ?        00:01:17 /usr/local/bin/python /app/app.py
root     3049892    1242  0 14:05 ?        00:00:04 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id e07eb14b137e1a0b99826e9d90a326db443438c59af2b9da1a1d77b264f72f36 -address /run/containerd/containerd.sock
root     3049911 3049892  0 14:05 ?        00:00:01 /lzcinit/cloud.lzcapp.qemu -listen :80 -grpc_listen :81
root     3050008    1242  0 14:05 ?        00:00:02 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id 633898f317b02329e825251e94044fcb20db24ed2c8b6d6a99a06ada358acedd -address /run/containerd/containerd.sock
root     3050038 3050008  0 14:05 ?        00:00:00 /usr/bin/tini -s /run/entry.sh
root     3050131 3050038  0 14:05 ?        00:00:27 qemu-system-x86_64 -nodefaults -cpu host,kvm=on,l3-cache=on,+hypervisor,migratable=no,+invtsc -smp 2,sockets=1,dies=1,cores=2,threads=1 -m 2G -machine type=q35,smm=off,graphics=off,vmport=off,dump-guest-core=off,hpet=off,accel=kvm -enable-kvm -global kvm-pit.lost_tick_policy=discard -smbios type=1,serial=Defaultstring -display vnc=:0,websocket=5700 -vga virtio -monitor telnet:localhost:7100,server,nowait,nodelay -name qemu,process=qemu,debug-threads=on -serial mon:stdio -device qemu-xhci,id=xhci,p2=7,p3=7 -device usb-tablet -netdev tap,id=hostnet0,ifname=qemu,vhost=on,vhostfd=40,script=no,downscript=no -device virtio-net-pci,id=net0,netdev=hostnet0,romfile=,mac=02:D3:83:55:FA:3D -drive file=/storage/alpine-extended-3.11.0-x86_64/boot.iso,id=cdrom9,format=raw,cache=unsafe,readonly=on,media=cdrom,if=none -device usb-storage,drive=cdrom9,bootindex=9,removable=on -drive file=/storage/alpine-extended-3.11.0-x86_64/data.img,id=data3,format=raw,cache=none,aio=native,discard=on,detect-zeroes=on,if=none -device virtio-scsi-pci,id=data3b,bus=pcie.0,addr=0xa,iothread=io2 -device scsi-hd,drive=data3,bus=data3b.0,channel=0,scsi-id=0,lun=0,rotation_rate=1,bootindex=3 -object iothread,id=io2 -drive file=/storage/alpine-extended-3.11.0-x86_64/uefi.rom,if=pflash,unit=0,format=raw,readonly=on -drive file=/storage/alpine-extended-3.11.0-x86_64/uefi.vars,if=pflash,unit=1,format=raw -object rng-random,id=objrng0,filename=/dev/urandom -device virtio-rng-pci,rng=objrng0,id=rng0,bus=pcie.0 -device virtio-balloon-pci,id=balloon0,bus=pcie.0
root     3050415 3050038  0 14:05 ?        00:00:00 nginx: master process nginx -e stderr
www-data 3050416 3050415  0 14:05 ?        00:00:00 nginx: worker process
root     3050417 3050131  0 14:05 ?        00:00:00 websocketd --address 127.0.0.1 --port=8004 /run/socket.sh
nobody   3050809 3050038  0 14:05 ?        00:00:00 /usr/sbin/dnsmasq --dhcp-authoritative --dhcp-range=172.30.3.3,172.30.3.3 --dhcp-host=02:D3:83:55:FA:3D,,172.30.3.3,QEMU,infinite --dhcp-option=option:netmask,255.255.255.0 --dhcp-option=option:router,172.30.3.1 --dhcp-option=option:dns-server,172.30.3.1 --interface=docker --bind-interfaces --address=/host.lan/172.30.3.1 --log-facility=/var/log/dnsmasq.log
root     3050857       2  0 14:05 ?        00:00:00 [kvm-nx-lpage-recovery-3050131]
root     3088261    1242  0 Nov15 ?        00:00:15 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id ac29844475845825cc0bb4c042cfaa2c8ad431349b3fa1372b52d87b97b333c9 -address /run/containerd/containerd.sock
root     3088280 3088261  0 Nov15 ?        00:00:02 /lzcinit/cloud.lazycat.app.jellyfinsingle -listen :80 -grpc_listen :81
root     3088380    1242  0 Nov15 ?        00:00:15 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id 16481e1a6a8c1add0e0e9ea3bd1ac47c3390113be18299db28784bef578c4bd5 -address /run/containerd/containerd.sock
root     3088401 3088380  0 Nov15 ?        00:00:25 /jellyfin/jellyfin
root     3873900    1242  0 Nov15 ?        00:00:29 /usr/bin/dockerd --config-file /lzcsys/var/playground/daemon.json
root     3875030 3873900  0 Nov15 ?        00:00:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 8000 -container-ip 172.100.1.3 -container-port 8094
root     3875039 3873900  0 Nov15 ?        00:00:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 8000 -container-ip 172.100.1.3 -container-port 8094
root     3877028    1242  0 Nov15 ?        00:00:07 /usr/bin/containerd-shim-runc-v2 -namespace playground-docker -id 104294e3395deee3905a75ef8715e6c5ab328483bc06c972a4e53875076de106 -address /run/containerd/containerd.sock
root     3877051    1242  0 Nov15 ?        00:00:07 /usr/bin/containerd-shim-runc-v2 -namespace playground-docker -id ee262912e36ecfe1cd3b769ba9efe3c966af781151314f0089c6733d8c8cb4d6 -address /run/containerd/containerd.sock
dnsmasq  3877074 3877028  0 Nov15 ?        00:04:55 redis-server *:6379
dnsmasq  3877078 3877051  0 Nov15 ?        00:08:07 mysqld
root     3928407    1242  0 10:21 ?        00:00:07 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id 9c03a296cfa76edd1cddd66f10cadb97ca5030843b260008ead3d45af100753a -address /run/containerd/containerd.sock
root     3928450    1242  0 10:21 ?        00:00:03 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id 03d0b1b584314428629685a97089753faf35e81d07adbece0bebb516c4651b7b -address /run/containerd/containerd.sock
root     3928454 3928407  0 10:21 ?        00:00:01 /lzcinit/cloud.lazycat.aipod.knowledge -listen :80 -grpc_listen :81
root     3928484 3928450  0 10:21 ?        00:00:00 /lzcinit/cloud.lazycat.aipod.knowledge -setup-script caddy
root     3928645 3928484  0 10:21 ?        00:00:02 caddy run --config /etc/caddy/Caddyfile --adapter caddyfile
root     3928683    1242  0 10:21 ?        00:00:07 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id b967afcb364a24f1fcaf644f6a668f09b29b851311d1e57af431e4a33954a013 -address /run/containerd/containerd.sock
dnsmasq  3928721 3928683  0 10:21 ?        00:00:01 postgres -c config_file=/etc/postgresql.conf
root     3928783    1242  0 10:21 ?        00:00:07 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id 94074c01b7185abe2a78f8aa1f2472939bfb2d8522156190de616240d8a2d07a -address /run/containerd/containerd.sock
root     3928802 3928783  0 10:21 ?        00:01:08 python3 server.py
dnsmasq  3937061 3928721  0 10:22 ?        00:00:00 postgres: checkpointer 
dnsmasq  3937062 3928721  0 10:22 ?        00:00:00 postgres: background writer 
dnsmasq  3937089 3928721  0 10:22 ?        00:00:00 postgres: walwriter 
dnsmasq  3937090 3928721  0 10:22 ?        00:00:00 postgres: autovacuum launcher 
dnsmasq  3937091 3928721  0 10:22 ?        00:00:00 postgres: logical replication launcher 
root     3937519    1242  0 10:22 ?        00:00:07 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id 0a4bc94f69f98d46446d32ee51c76d3c8cf4ff43c6c8844c8dfba5e31da335a1 -address /run/containerd/containerd.sock
root     3937557 3937519  0 10:22 ?        00:01:08 python3 server.py
dnsmasq  3938545 3928721  0 10:22 ?        00:00:00 postgres: postgres postgres fd03:1136:3800::346(51912) idle
dnsmasq  3938547 3928721  0 10:22 ?        00:00:00 postgres: postgres postgres fd03:1136:3800::346(51930) idle
dnsmasq  3962173 3928721  0 10:24 ?        00:00:00 postgres: postgres postgres fd03:1136:3800::346(37574) idle
root     3999071    1242  0 Nov15 ?        00:00:18 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id f7f79e9043d436ef3c8e3ee77ac3d741239054891a5dec448973eff02420195d -address /run/containerd/containerd.sock
root     3999102 3999071  0 Nov15 ?        00:00:03 /lzcinit/cloud.lazycat.app.dockge -listen :80 -grpc_listen :81
root     3999322    1242  0 Nov15 ?        00:00:12 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id b01803726dd1cb727618515d23e5b0e9db58bcdf711a7d12036d74e42712721e -address /run/containerd/containerd.sock
root     3999342 3999322  0 Nov15 ?        00:00:00 /usr/bin/dumb-init -- tsx ./backend/index.ts
root     3999481 3999342  0 Nov15 ?        00:00:00 node /pnpm/global/5/node_modules/tsx/dist/cli.mjs ./backend/index.ts
root     3999868 3999481  0 Nov15 ?        00:00:48 /usr/local/bin/node --require /pnpm/global/5/.pnpm/tsx@4.19.2/node_modules/tsx/dist/preflight.cjs --import file:///pnpm/global/5/.pnpm/tsx@4.19.2/node_modules/tsx/dist/loader.mjs ./backend/index.ts
root     4000028 3999868  0 Nov15 ?        00:00:44 /pnpm/global/5/.pnpm/@esbuild+linux-x64@0.23.1/node_modules/@esbuild/linux-x64/bin/esbuild --service=0.23.1 --ping
root     4000902 3999868  0 Nov15 ?        00:00:45 /pnpm/global/5/.pnpm/@esbuild+linux-x64@0.23.1/node_modules/@esbuild/linux-x64/bin/esbuild --service=0.23.1 --ping
root     4182908    1242  0 Nov15 ?        00:00:19 /usr/bin/containerd-shim-runc-v2 -namespace lzc-docker -id a03b45c4ae3a4e8c52e1867d45bac2ca79c7fb7529bb4f6a5bc5d4895d1fc0b2 -address /run/containerd/containerd.sock
root     4182927 4182908  0 Nov15 ?        00:00:04 /lzcinit/top.j0k3r.lpk-inspector -listen :80 -grpc_listen :81
