start	2025-11-15 22:52:03
	0s
	507.3µs
	507.3µs
	0s
	0s
tuninfo.txt	2.6222ms
wintun.txt	2.12ms
buildinfo.txt	2.6555ms
box_home.txt	3.1645ms
memory.txt	2.6572ms
stderr.log	3.1854ms
clientinfo.json	3.1854ms
boxes.json	3.3258ms
env.txt	3.3258ms
peers.txt	3.8331ms
heap.pprof	7.9493ms
log.json	17.4292ms
pc_render.log	21.0775ms
netstat.txt	300.1984ms
excluded_port.txt	349.7498ms
relay.log	506.5013ms
other.txt	1.2599523s
nettype.json	5.0029157s
over	5.0216943s
