lzc-recovery  | 2025-11-15T00:41:07.897519000Z 2025-11-15T08:41:07.897+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
lzc-recovery  | 2025-11-15T01:07:26.491856000Z 2025-11-15T09:07:26.491+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/223.104.119.130/tcp/35021/punchhole"
hext          | 2025-11-16T09:06:06.756084000Z time's up, re-establishing port mapping...
lzc-recovery  | 2025-11-15T01:08:25.263888000Z 2025-11-15T09:08:25.263+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
hext          | 2025-11-16T09:06:06.756603000Z discovering nat...
lzc-recovery  | 2025-11-15T02:08:49.398362000Z 2025-11-15T10:08:49.397+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/223.104.119.130/tcp/35021/punchhole"
hext          | 2025-11-16T09:06:11.777362000Z failed to establish mapping: no nat discovered
lzc-recovery  | 2025-11-15T02:08:55.336660000Z 2025-11-15T10:08:55.336+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
hext          | 2025-11-16T10:05:11.873567000Z time's up, re-establishing port mapping...
lzc-recovery  | 2025-11-15T02:09:49.993393000Z 2025-11-15T10:09:49.993+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
hext          | 2025-11-16T10:05:11.874485000Z discovering nat...
lzc-recovery  | 2025-11-15T02:09:58.391221000Z 2025-11-15T10:09:58.391+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
hext          | 2025-11-16T10:05:16.904138000Z failed to establish mapping: no nat discovered
lzc-recovery  | 2025-11-15T03:31:24.398261000Z 2025-11-15T11:31:24.397+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
hext          | 2025-11-16T11:04:16.904586000Z time's up, re-establishing port mapping...
lzc-recovery  | 2025-11-15T03:31:29.081908000Z 2025-11-15T11:31:29.081+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
hext          | 2025-11-16T11:04:16.905488000Z discovering nat...
lzc-recovery  | 2025-11-15T04:57:05.085442000Z 2025-11-15T12:57:05.085+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
hext          | 2025-11-16T11:04:21.938434000Z failed to establish mapping: no nat discovered
lzc-recovery  | 2025-11-15T05:15:41.554577000Z 2025-11-15T13:15:41.554+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
hext          | 2025-11-16T12:03:22.025620000Z time's up, re-establishing port mapping...
lzc-recovery  | 2025-11-15T05:18:28.354582000Z 2025-11-15T13:18:28.354+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
hext          | 2025-11-16T12:03:22.027521000Z discovering nat...
lzc-recovery  | 2025-11-15T05:18:33.603731000Z 2025-11-15T13:18:33.603+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
hext          | 2025-11-16T12:03:27.057733000Z failed to establish mapping: no nat discovered
lzc-recovery  | 2025-11-15T05:20:19.587081000Z 2025-11-15T13:20:19.586+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
lzc-recovery  | 2025-11-15T05:20:24.634557000Z 2025-11-15T13:20:24.634+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
lzc-recovery  | 2025-11-15T05:22:56.868839000Z 2025-11-15T13:22:56.868+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:38a5:5f5f:1cd6:73bd:8922:0"  peer_id:"12D3KooWArYUgwHJwgDwugWCf32Szrx4UxsaibfUSD5UgRJ4t1h5"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip6/2408:824e:d23:6080::997/tcp/46709"
lzc-recovery  | 2025-11-15T06:04:57.418168000Z 2025-11-15T14:04:57.417+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
lzc-recovery  | 2025-11-15T06:38:09.892331000Z 2025-11-15T14:38:09.892+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
lzc-recovery  | 2025-11-15T07:27:17.985814000Z 2025-11-15T15:27:17.985+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
lzc-recovery  | 2025-11-15T07:27:39.683076000Z 2025-11-15T15:27:39.682+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
lzc-recovery  | 2025-11-15T08:18:31.286314000Z 2025-11-15T16:18:31.286+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
lzc-recovery  | 2025-11-15T08:18:49.703466000Z 2025-11-15T16:18:49.703+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
lzc-recovery  | 2025-11-15T08:42:37.844346000Z 2025-11-15T16:42:37.844+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
lzc-recovery  | 2025-11-15T08:43:51.580362000Z 2025-11-15T16:43:51.580+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
lzc-recovery  | 2025-11-15T08:53:44.715642000Z 2025-11-15T16:53:44.715+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-99-g27619805"  virtual_ip:"fc03:1136:38cf:2b6d:e263:b22a:20e4:0"  peer_id:"12D3KooWRkJueQxLXiFSLeBXimF1ZSfk7ezjmnXZ7iPn9ypbUYkY"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/192.168.110.204/tcp/52613"
lzc-recovery  | 2025-11-15T08:53:47.251093000Z 2025-11-15T16:53:47.250+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-99-g27619805"  virtual_ip:"fc03:1136:38cf:2b6d:e263:b22a:20e4:0"  peer_id:"12D3KooWRkJueQxLXiFSLeBXimF1ZSfk7ezjmnXZ7iPn9ypbUYkY"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/192.168.108.204/tcp/60652"
lzc-recovery  | 2025-11-15T09:32:02.958243000Z 2025-11-15T17:32:02.957+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:38a5:5f5f:1cd6:73bd:8922:0"  peer_id:"12D3KooWArYUgwHJwgDwugWCf32Szrx4UxsaibfUSD5UgRJ4t1h5"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip6/2408:824e:d23:6080::997/tcp/46709"
lzc-recovery  | 2025-11-15T09:32:10.344065000Z 2025-11-15T17:32:10.343+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:38a5:5f5f:1cd6:73bd:8922:0"  peer_id:"12D3KooWArYUgwHJwgDwugWCf32Szrx4UxsaibfUSD5UgRJ4t1h5"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip6/2408:824e:d23:6080::997/tcp/46709"
lzc-recovery  | 2025-11-15T10:03:07.145004000Z 2025-11-15T18:03:07.144+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:38a5:5f5f:1cd6:73bd:8922:0"  peer_id:"12D3KooWArYUgwHJwgDwugWCf32Szrx4UxsaibfUSD5UgRJ4t1h5"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip6/2408:824e:d23:6080::997/tcp/46709"
lzc-recovery  | 2025-11-15T10:03:15.166906000Z 2025-11-15T18:03:15.166+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:38a5:5f5f:1cd6:73bd:8922:0"  peer_id:"12D3KooWArYUgwHJwgDwugWCf32Szrx4UxsaibfUSD5UgRJ4t1h5"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip6/2408:824e:d23:6080::997/tcp/42927"
lzc-recovery  | 2025-11-15T10:23:07.990506000Z 2025-11-15T18:23:07.990+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:38a5:5f5f:1cd6:73bd:8922:0"  peer_id:"12D3KooWArYUgwHJwgDwugWCf32Szrx4UxsaibfUSD5UgRJ4t1h5"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
lzc-recovery  | 2025-11-15T10:23:09.194156000Z 2025-11-15T18:23:09.165+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:38a5:5f5f:1cd6:73bd:8922:0"  peer_id:"12D3KooWArYUgwHJwgDwugWCf32Szrx4UxsaibfUSD5UgRJ4t1h5"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip6/2408:824e:d23:6080::997/tcp/42927"
lzc-recovery  | 2025-11-15T10:23:31.945599000Z 2025-11-15T18:23:31.945+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:38a5:5f5f:1cd6:73bd:8922:0"  peer_id:"12D3KooWArYUgwHJwgDwugWCf32Szrx4UxsaibfUSD5UgRJ4t1h5"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip6/2408:824e:d23:6080::997/tcp/42927"
lzc-recovery  | 2025-11-15T10:24:30.047884000Z 2025-11-15T18:24:30.047+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:38a5:5f5f:1cd6:73bd:8922:0"  peer_id:"12D3KooWArYUgwHJwgDwugWCf32Szrx4UxsaibfUSD5UgRJ4t1h5"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
lzc-recovery  | 2025-11-15T10:30:57.725808000Z 2025-11-15T18:30:57.725+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
lzc-recovery  | 2025-11-15T10:34:43.572506000Z 2025-11-15T18:34:43.572+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
lzc-recovery  | 2025-11-15T10:36:57.876035000Z 2025-11-15T18:36:57.875+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
lzc-recovery  | 2025-11-15T10:56:31.637751000Z 2025-11-15T18:56:31.637+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
lzc-recovery  | 2025-11-15T10:56:52.587895000Z 2025-11-15T18:56:52.587+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip6/2409:894d:5264:2391:e958:658a:fd28:d38e/tcp/59806/punchhole"
lzc-recovery  | 2025-11-15T10:57:51.243286000Z 2025-11-15T18:57:51.243+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
lzc-recovery  | 2025-11-15T12:09:28.852440000Z 2025-11-15T20:09:28.852+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip6/2409:894d:5264:2391:e958:658a:fd28:d38e/tcp/59806/punchhole"
lzc-recovery  | 2025-11-15T12:11:38.761502000Z 2025-11-15T20:11:38.761+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
lzc-recovery  | 2025-11-15T12:11:46.756251000Z 2025-11-15T20:11:46.756+0800	INFO	bridge	bridge/basic.go:56	[Usersession] LOGIN uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip6/2409:894d:5264:2391:853c:3562:c81b:125a/tcp/62571/punchhole"
lzc-recovery  | 2025-11-15T12:12:45.210637000Z 2025-11-15T20:12:45.210+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip4/114.66.59.177/tcp/4001/p2p/12D3KooWGDaCjwJPAfeLGLKwUFtr7hxVt1FeqvZxdGpVWaDYpWAM/p2p-circuit"
lzc-recovery  | 2025-11-15T12:36:19.251575000Z 2025-11-15T20:36:19.251+0800	INFO	bridge	bridge/basic.go:58	[Usersession] LOGOUT uid:"axy"  device_version:"v0.0.0-349-150-g65078878"  virtual_ip:"fc03:1136:3888:cdff:f0b4:cc87:25fe:0"  peer_id:"12D3KooWKYozGC9MGkLxJnjhSveyXzrxVyHBrWAAxLwsMJ5cdLir"  is_logined:true  is_trust_dev:true  remote_multi_addr:"/ip6/2409:894d:5264:2391:853c:3562:c81b:125a/tcp/62571/punchhole"
